LoanNr_ChkDgt,Name,City,State,Zip,Bank,BankState,NAICS,ApprovalDate,ApprovalFY,Term,NoEmp,NewExist,CreateJob,RetainedJob,FranchiseCode,UrbanRural,RevLineCr,LowDoc,ChgOffDate,DisbursementDate,DisbursementGross,MIS_Status,ChgOffPrinGr,GrAppv,SBA_Appv
1060565002,Innovative Motorcycle Research,BLOOMFIELD,NJ,7003,BANK OF AMERICA NATL ASSOC,RI,441221,9/14/2004,2004,36,2,1,0,0,1,1,N,N,,9/30/2004,40000,P I F,0,40000,20000
1060574009,CLAYTON ENTERPRISES INC,AMARILLO,TX,79109,AMARILLO NATIONAL BANK,TX,811122,3/24/1997,1997,28,18,1,0,0,1,0,N,N,31-Dec-02,7/31/1997,167500,CHGOFF,90539,167500,125625
1060575005,"RLD HEATING & COOLING, INC.",KILLINGWORTH,CT,6419,"TD BANK, NATIONAL ASSOCIATION",DE,238220,9/14/2004,2004,84,2,1,0,0,1,1,N,N,,11/30/2004,20000,P I F,0,45000,22500
1060584001,"SMART VALUE VARIETY, INC.",ALPENA,MI,49707,"FIRSTMERIT BANK, N.A.",OH,452990,3/24/1997,1997,72,1,2,0,0,1,0,N,Y,,4/30/1999,98000,P I F,0,98000,78400
1060594004,MAIN STREET LAUNDRY,WEST BEND,WI,53095,JPMORGAN CHASE BANK NATL ASSOC,IL,812320,3/24/1997,1997,120,2,2,0,0,1,0,N,Y,,5/31/1998,90000,P I F,0,90000,72000
1060595000,Intwine Corporation,RESTON,VA,20190,BANK OF AMERICA NATL ASSOC,NC,541511,9/14/2004,2004,84,10,1,0,0,1,1,Y,N,,9/30/2004,108668,P I F,0,50000,25000
1060604005,"VILLAGE CHIROPRACTIC, INC.",BELLA VISTA,AR,72714,ARVEST BANK,AR,621310,3/24/1997,1997,120,2,2,0,0,1,0,N,Y,,5/31/1997,42000,P I F,0,42000,33600
1060615004,AMIR E INC.,HOLLYWOOD,FL,33021,BANK OF AMERICA NATL ASSOC,NC,812112,9/14/2004,2004,84,15,1,0,0,1,1,Y,N,,10/31/2004,234600,P I F,0,100000,50000
1060624000,"LITTLE HARBOR WINDOW CO., INC.",BERWICK,ME,3901,SANFORD INSTITUTION FOR SAVING,ME,0,3/24/1997,1997,240,27,1,0,0,1,0,N,N,,10/31/1997,500000,P I F,0,500000,375000
1060625007,"Dragonfly Game Design, LLC.",WORCESTER,MA,1609,BANK OF AMERICA NATL ASSOC,RI,511210,9/14/2004,2004,36,2,2,0,0,1,1,Y,N,,9/30/2004,18500,P I F,0,18500,9250
1060634003,SALDANHA ENTERPRISES INC.,EL PASO,TX,79924,BANK OF AMERICA NATL ASSOC,TX,811192,3/24/1997,1997,84,30,1,0,0,1,0,N,Y,,6/30/1997,100000,P I F,0,100000,80000
1060635010,"Victory Collection, Inc.",LOS ANGELES,CA,90015,BANK OF AMERICA NATL ASSOC,NC,422330,9/14/2004,2004,42,5,1,0,0,1,1,T,N,30-Sep-08,12/31/2004,316681,CHGOFF,100000,100000,50000
1060645002,FRANK SCHICIANO,BEACHWOOD,OH,44122,"PNC BANK, NATIONAL ASSOCIATION",OH,812112,9/14/2004,2004,48,19,1,0,0,1,1,N,N,,10/31/2004,20000,P I F,0,20000,10000
1060654009,"ALUMIMUM TECHNOLOGY, INC.",INDIANAPOLIS,IN,46256,THE HUNTINGTON NATIONAL BANK,IN,235610,3/24/1997,1997,84,20,1,0,0,1,0,N,N,,4/30/1997,340000,P I F,0,340000,255000
1060655005,"Baby Luvs It, LLC",FRISCO,TX,75035,BANK OF AMERICA NATL ASSOC,NC,424330,9/14/2004,2004,84,2,2,0,0,1,1,Y,N,,4/30/2005,18078,P I F,0,10000,5000
1060684007,ZILLGES INVESTMENTS,APPLETON,WI,54915,AMER NATL BANK-FOX CITIES,WI,811121,3/24/1997,1997,60,1,2,0,0,1,0,N,Y,,5/31/1997,21600,P I F,0,21600,17280
1060705007,Gary J Mraz dba Ezdealz,RANCHO MIRAGE,CA,92270,BANK OF AMERICA NATL ASSOC,NC,423690,9/14/2004,2004,84,4,2,0,0,1,1,Y,N,,10/31/2004,10000,P I F,0,10000,5000
1060715010,"Olsen Gaming, Inc.",LAS VEGAS,NV,89120,BANK OF AMERICA NATL ASSOC,NC,339999,9/14/2004,2004,84,2,1,0,0,1,1,Y,N,,9/30/2005,45000,P I F,0,45000,22500
1060724006,"SADDLENOTCH, LLC",FT COLLINS,CO,80538,"COLORADO LENDING SOURCE, LTD.",CO,0,3/24/1997,1997,240,142,1,18,18,1,0,N,N,,5/14/1997,600000,P I F,0,600000,600000
1060725002,N & R Corporation,MIAMI,FL,33196,BANK OF AMERICA NATL ASSOC,NC,621340,9/14/2004,2004,84,6,1,0,0,1,1,Y,N,,9/30/2004,61000,P I F,0,50000,25000
1060734009,MAXI PHOTO,MENTOR,OH,44060,THE HUNTINGTON NATIONAL BANK,OH,0,3/24/1997,1997,84,3,1,0,0,1,0,N,N,,9/30/1997,160000,P I F,0,160000,120000
1060735005,"Taz Shoe Company, Inc.  DBA Do",Mount Dora,FL,32757,CAPITAL ONE NATL ASSOC,VA,453998,9/15/2004,2004,19,4,1,0,0,1,1,N,N,5-Jun-10,10/31/2004,25000,CHGOFF,6482,25000,12500
1060745008,Glenn E Barnes Dba Re-Construc,Goldsboro,NC,27530,CAPITAL ONE NATL ASSOC,VA,236118,9/15/2004,2004,84,7,1,0,0,1,1,N,N,,10/31/2004,35000,P I F,0,35000,17500
1060755000,"Ronny J'S Hair, Inc.",Dallas,TX,75227,CAPITAL ONE NATL ASSOC,VA,812112,9/15/2004,2004,84,8,1,0,0,1,1,N,N,,11/30/2004,50000,P I F,0,50000,25000
1060764007,"EASTERN METAL PLUMBING SUPPLY,",BROOKLYN,NY,11211,EMPIRE ST. CERT. DEVEL CORP,NY,0,3/24/1997,1997,240,8,1,0,8,1,0,N,N,,9/17/1997,114000,P I F,0,114000,114000
1060765003,Financial Alliance Corporation,Dallas,TX,75225,CAPITAL ONE NATL ASSOC,VA,541618,9/15/2004,2004,84,1,1,0,0,1,1,N,N,,10/31/2004,50000,P I F,0,50000,25000
1060775006,"The Wright Fabric Shop, Inc.",NEW PORT RICHEY,FL,34654,CAPITAL ONE NATL ASSOC,VA,451130,9/15/2004,2004,27,7,1,0,0,1,2,N,N,30-Jan-10,10/31/2004,35000,CHGOFF,16183,35000,17500
1060784002,"LEKTRON, INC.",HARTSELLE,AL,35640,PREMIER BANK OF THE SOUTH,AL,334412,3/24/1997,1997,60,4,1,0,0,1,0,N,N,,6/30/1997,100000,P I F,0,100000,80000
1060785009,Grumpi Ltd Inc dba La Dolce Vi,ORANGE,CT,6477,BANK OF AMERICA NATL ASSOC,RI,812112,9/15/2004,2004,36,7,1,0,0,1,1,Y,N,,9/30/2004,24000,P I F,0,24000,12000
1060795001,R.C.E.S. Inc. dba Snips for Ha,ALEXANDRIA,VA,22310,BANK OF AMERICA NATL ASSOC,NC,812112,9/15/2004,2004,84,6,2,0,0,1,1,Y,N,,9/30/2007,10000,P I F,0,10000,5000
1060805002,"Hayek Construction, Inc.",Portland,TX,78374,CAPITAL ONE NATL ASSOC,VA,236115,9/15/2004,2004,49,3,1,0,0,1,1,N,N,26-Jan-09,2/28/2005,25000,CHGOFF,20176,25000,12500
1060815005,Zivin Inc,LEONIA,NJ,7605,BANK OF AMERICA NATL ASSOC,RI,541490,9/15/2004,2004,36,1,2,0,0,1,1,Y,N,,9/30/2004,10000,P I F,0,10000,5000
1060825008,"Applied Wireless Lan, Inc.",ROCKVILLE,MD,20850,BRANCH BK. & TR CO,NC,517212,9/15/2004,2004,107,1,2,0,0,1,1,T,N,,9/30/2004,133912,P I F,0,25000,12500
1060834004,NAN'S DEVELOPMENTAL GYMNASTICS,COPPELL,TX,75019,JPMORGAN CHASE BANK NATL ASSOC,IL,0,3/24/1997,1997,24,10,1,0,0,1,0,N,N,29-Jun-01,8/31/1997,100000,CHGOFF,66351,100000,80000
1060835000,TREKKERS INC.,OAKLAND,CA,94610,CAPITAL ONE NATL ASSOC,VA,561510,9/15/2004,2004,84,3,1,0,0,1,1,N,N,,10/31/2004,50000,P I F,0,50000,25000
1060845003,PARKER ACADEMY OF MARTIAL ARTS,PARKER,CO,80134,CAPITAL ONE NATL ASSOC,VA,611620,9/15/2004,2004,84,4,1,0,0,1,1,N,N,,10/31/2004,25000,P I F,0,25000,12500
1060855006,"SDM CLEANERS, INC.",SHERMAN OAKS,CA,91423,CAPITAL ONE NATL ASSOC,VA,812320,9/15/2004,2004,84,6,1,0,0,1,1,N,N,,10/31/2004,50000,P I F,0,50000,25000
1060865009,HUDSON STREET CAFE.,BALTIMORE,MD,21224,MANUFACTURERS & TRADERS TR CO,MD,722110,9/15/2004,2004,40,5,1,0,0,1,1,N,N,10-Sep-08,10/31/2004,77500,CHGOFF,5619,77500,38750
1060884008,COMPUTER RENAISSANCE,LA MESA,CA,91942,PACIFIC WESTERN BANK,CA,0,3/24/1997,1997,120,2,2,0,0,1,0,N,N,,4/30/1997,190000,P I F,0,190000,142500
1060885004,C. ALAN PUBLICATIONS LLC,Greensboro,NC,27429,WELLS FARGO BANK NATL ASSOC,SD,512230,9/15/2004,2004,13,3,1,0,0,1,1,Y,N,,9/30/2004,99313,P I F,0,80000,40000
1060895007,"R W Construction, Inc.",WOODS CROSS,UT,84087,ZIONS FIRST NATIONAL BANK,UT,236220,9/15/2004,2004,84,6,1,0,0,1,1,Y,N,,9/30/2007,35000,P I F,0,35000,17500
1060904001,COMPUTER RENAISSANCE,LA MESA,CA,91942,PACIFIC WESTERN BANK,CA,0,3/24/1997,1997,12,2,2,0,0,1,0,N,N,,5/31/1997,70000,P I F,0,70000,52500
1060905008,Patrick Osemwenqie dba Raven H,HOUSTON,TX,77036,BANK OF AMERICA NATL ASSOC,NC,812112,9/15/2004,2004,58,10,1,0,0,1,1,T,N,3-May-07,11/30/2004,80500,CHGOFF,49900,50000,25000
1060915000,TOP DOG REAL ESTATE HOLDING LL,Coral Springs,FL,33306,WELLS FARGO BANK NATL ASSOC,SD,523120,9/15/2004,2004,240,1,2,0,0,1,1,N,N,,12/31/2004,231300,P I F,0,231300,115650
1060925003,Shelly Hamula dba Salt Lake Sp,SALT LAKE CITY,UT,84105,ZIONS FIRST NATIONAL BANK,UT,621340,9/15/2004,2004,84,2,2,0,0,1,1,Y,N,,10/31/2004,19874,P I F,0,15000,7500
1060945009,Strategic Business Communicati,Oakbrook Terrace,IL,60181,JPMORGAN CHASE BANK NATL ASSOC,IL,513310,9/15/2004,2004,84,4,2,0,0,1,1,Y,N,,9/30/2004,53579,P I F,0,50000,25000
1060954005,FISCUS & LEWIS MASONRY,SCRANTON,PA,18508,PEOPLES SECURITY BK & TR CO,PA,235410,3/24/1997,1997,60,5,1,0,0,1,0,N,Y,,5/31/1997,12000,P I F,0,12000,9600
1060955001,San Antonio Audiology Inc.,SAN ANTONIO,TX,78229,BANK OF AMERICA NATL ASSOC,NC,621340,9/15/2004,2004,84,5,1,0,0,1,1,Y,N,,9/30/2004,40000,P I F,0,40000,20000
1060965004,Riverland Nursery And Landscap,FORT MYERS,FL,33905,BANK OF AMERICA NATL ASSOC,NC,561730,9/15/2004,2004,84,3,1,0,0,1,1,Y,N,,9/30/2006,50000,P I F,0,50000,25000
1060975007,Alejandra G. Dunkel DBA Top of,Covina,CA,91724,CAPITAL ONE NATL ASSOC,VA,541213,9/15/2004,2004,84,1,1,0,0,1,1,N,N,,10/31/2004,25000,P I F,0,25000,12500
1060985010,JKS Homes Incorporated,Akron,OH,44313,CAPITAL ONE NATL ASSOC,VA,238190,9/15/2004,2004,36,13,1,0,0,1,1,N,N,5-Jun-09,10/31/2004,50000,CHGOFF,34995,50000,25000
1060994006,IMAGES,HOMEWOOD,AL,35209,FIRST COMM. BANK A DIVISION OF,AL,448120,3/24/1997,1997,27,7,1,0,0,1,0,N,Y,25-Apr-02,6/30/1997,65000,CHGOFF,28330,65000,52000
1060995002,Marijanka Savic dba M & M Clea,SALT LAKE CITY,UT,84106,ZIONS FIRST NATIONAL BANK,UT,561720,9/15/2004,2004,84,1,1,0,0,1,1,Y,N,,5/31/2005,6136,P I F,0,5000,2500
1061004004,MOUNTAIN STATE STEEL & PAINTIN,BILLINGS,MT,59101,WELLS FARGO BANK NATL ASSOC,MT,0,3/24/1997,1997,12,4,1,0,0,1,1,N,N,,4/30/1997,28000,P I F,0,28000,22400
1061005000,"Career Services, Inc.",SPRINGFIELD,MO,65807,BANK OF AMERICA NATL ASSOC,NC,611430,9/15/2004,2004,84,5,1,0,0,1,1,Y,N,,10/31/2004,50000,P I F,0,50000,25000
1061014007,SAM'S LAKESIDE FAMILY RESTAURA,BREWERTON,NY,13029,MANUFACTURERS & TRADERS TR CO,NY,0,3/24/1997,1997,84,56,1,0,0,1,0,N,Y,,8/22/1997,100000,P I F,0,100000,80000
1061015003,James P Kubricky dba A-1 Jukeb,BALTIMORE,MD,21210,BANK OF AMERICA NATL ASSOC,NC,454113,9/15/2004,2004,84,2,1,0,0,1,1,Y,N,,9/30/2004,20000,P I F,0,20000,10000
1061024010,"KOHL'S FROZEN CUSTARD, INC.",WILMINGTON,NC,28405,BANK OF AMERICA NATL ASSOC,MD,445299,3/24/1997,1997,60,28,1,0,0,1,0,0,N,,6/30/1999,70000,P I F,0,70000,35000
1061025006,"Park Nine, Inc, d/b/a The UPS",Winnetka,IL,60093,"PNC BANK, NATIONAL ASSOCIATION",DE,561431,9/15/2004,2004,87,2,1,0,0,84535,1,N,N,,10/31/2004,200000,P I F,0,200000,100000
1061034002,PEARSON TRUCK & TRAILER SERVIC,IRVING,TX,75060,BANK OF AMERICA NATL ASSOC,NC,811111,3/24/1997,1997,12,3,1,0,0,1,0,Y,N,,6/30/1998,22000,P I F,0,22000,11000
1061044005,ARTISANS MILLWORKS & HARDWOODS,WHITEFISH,MT,59937,GLACIER BANK,MT,235510,3/24/1997,1997,84,6,1,0,0,1,2,N,N,,5/31/1997,90000,P I F,0,90000,72000
1061045001,"WATERJET WONDERS, LTD.",LOVELAND,CO,80538,CAPITAL ONE NATL ASSOC,VA,423940,9/15/2004,2004,84,3,1,0,0,1,2,N,N,,10/31/2004,25000,P I F,0,25000,12500
1061055004,"James Van Huffel, Jr.",Warren,OH,44484,"PNC BANK, NATIONAL ASSOCIATION",DE,238290,9/15/2004,2004,34,8,2,0,0,1,1,N,N,23-Jan-09,10/31/2004,136000,CHGOFF,106383,136000,68000
1061065007,Hildebran Management & Consult,LAKE MARY,FL,32746,BANK OF AMERICA NATL ASSOC,NC,541611,9/15/2004,2004,84,1,2,0,0,1,1,Y,N,,2/28/2005,10000,P I F,0,10000,5000
1061075010,James J. McKeon Jr. dba Univer,FAIRFIELD,CT,6824,BANK OF AMERICA NATL ASSOC,RI,425120,9/15/2004,2004,36,1,2,0,0,1,2,N,N,,9/30/2004,47000,P I F,0,47000,23500
1061084006,"SANTA'S WORKSHOP, INC.",HUBBARD,OH,44425,JPMORGAN CHASE BANK NATL ASSOC,IL,0,3/24/1997,1997,60,4,1,0,0,1,0,Y,N,,9/30/1997,75000,P I F,0,75000,37500
1061085002,"Restoration Experts, Inc.",DEERFIELD BEACH,FL,33442,BANK OF AMERICA NATL ASSOC,NC,236118,9/15/2004,2004,84,15,1,0,0,1,1,Y,N,,9/30/2004,580754,P I F,0,100000,50000
1061095005,Jasia Lachcik-Costa and Willia,Woodstock,GA,30189,WELLS FARGO BANK NATL ASSOC,SD,621310,9/15/2004,2004,84,2,2,0,0,1,2,N,N,,10/31/2004,63000,P I F,0,63000,31500
1061104010,"AMERICARE HEALTH, P.C.",PAGELAND,SC,29728,BUSINESS DEVEL CORP OF SO. CAR,SC,0,3/24/1997,1997,180,8,2,0,0,1,0,0,N,,12/31/1997,350000,P I F,0,350000,262500
1061105006,Progressive Sleep Diagnostics,OKLAHOMA CITY,OK,73162,JPMORGAN CHASE BANK NATL ASSOC,IL,621511,9/15/2004,2004,60,3,2,0,0,1,1,N,N,,9/30/2004,11400,P I F,0,11400,5700
1061114002,"PREMIER VISION, P.C.",COLORADO SPRINGS,CO,80919,WELLS FARGO BANK NATL ASSOC,CO,621320,3/24/1997,1997,99,9,2,0,0,1,0,0,N,,9/30/1997,250000,P I F,0,250000,187500
1061115009,Ha D. Lai dba The Nail Lounge,CARLSBAD,CA,92009,BANK OF AMERICA NATL ASSOC,NC,812113,9/15/2004,2004,5,17,1,0,0,1,2,N,N,8-May-12,11/30/2004,100000,P I F,24479,100000,50000
1061125001,Deborah Hardee dba Deborah Har,BOISE,ID,83702,ZIONS FIRST NATIONAL BANK,UT,541922,9/15/2004,2004,14,0,1,0,0,1,2,Y,N,3-Aug-10,9/30/2004,95228,CHGOFF,28898,50000,25000
1061134008,MB CUSTOM PUNCH,CYNTHIANA,OH,45624,JPMORGAN CHASE BANK NATL ASSOC,IL,333512,3/24/1997,1997,2,10,1,0,0,1,0,Y,N,21-Jun-02,10/31/1997,50000,CHGOFF,14978,50000,25000
1061135004,"Brett Hugie, CPA",LOGAN,UT,84321,ZIONS FIRST NATIONAL BANK,UT,541213,9/15/2004,2004,84,2,1,0,0,1,2,Y,N,,10/31/2004,40000,P I F,0,40000,20000
1061145007,Vickie R. Brewer dba Center fo,COLLIERVILLE,TN,38017,BANK OF AMERICA NATL ASSOC,NC,541720,9/15/2004,2004,84,2,1,0,0,1,1,Y,N,,9/30/2004,100000,P I F,0,75000,37500
1061155010,"Writeexpress Corporation, Inc.",SALEM,UT,84653,ZIONS FIRST NATIONAL BANK,UT,511210,9/15/2004,2004,84,5,1,0,0,1,2,Y,N,,7/31/2005,242077,P I F,0,100000,50000
1061165002,CITY MATTRESS & FURNITURE LLC,ORENO,UT,84097,ZIONS FIRST NATIONAL BANK,UT,442110,9/15/2004,2004,15,2,2,0,0,1,1,Y,N,,9/30/2004,51370,P I F,0,30000,15000
1061174009,"LAUNDRY LOUNGE, THE ( A PART )",NIAGARA FALLS,NY,14301,BANK OF AMERICA NATL ASSOC,NY,812310,3/24/1997,1997,126,6,2,0,0,1,0,N,N,,8/31/1997,243000,P I F,0,253000,189750
1061175005,"Utah - Mini-Pivots, Inc.",Gunnison,UT,84622,ZIONS FIRST NATIONAL BANK,UT,221310,9/15/2004,2004,66,8,1,0,0,1,2,Y,N,10-May-06,9/30/2004,50000,CHGOFF,49870,50000,25000
1061185008,"CAROUSEL STATIONARY AND GIFTS,",DAVIS,CA,95616,CAPITAL ONE NATL ASSOC,VA,453210,9/15/2004,2004,84,4,1,0,0,1,1,N,N,,10/31/2004,50000,P I F,0,50000,25000
1061194004,DLB ENTERPRISES L.L.C.,PIERRE,SD,57501,"BANKWEST, INC",SD,443120,3/24/1997,1997,180,5,2,0,0,1,0,N,N,,5/31/1997,100000,P I F,0,100000,80000
1061195000,"J.J. Clark & Associates, LLC",Raleigh,NC,27605,WELLS FARGO BANK NATL ASSOC,SD,524210,9/15/2004,2004,84,2,2,0,0,1,1,N,N,,9/30/2004,120000,P I F,0,120000,60000
1061205001,Castillo Landscaping Irrigatio,SORRENTO,FL,32776,BANK OF AMERICA NATL ASSOC,NC,561730,9/15/2004,2004,36,34,1,0,0,1,2,N,N,4-Nov-08,7/31/2005,50000,CHGOFF,48445,50000,25000
1061215004,"Felt Family Dentistry, P.C.",ROY,UT,84067,ZIONS FIRST NATIONAL BANK,UT,621210,9/15/2004,2004,84,4,2,0,0,1,1,Y,N,,2/28/2005,101556,P I F,0,50000,25000
1061225007,"Murdock Apparel, Inc.",BLACKFOOT,ID,83221,ZIONS FIRST NATIONAL BANK,UT,315212,9/15/2004,2004,84,15,1,0,0,1,2,Y,N,,9/30/2004,13000,P I F,0,13000,6500
1061235010,"Tribal West Lacrosse, Inc.",SANDY,UT,84070,ZIONS FIRST NATIONAL BANK,UT,451110,9/15/2004,2004,84,3,2,0,0,1,1,Y,N,,6/30/2005,20944,P I F,0,15000,7500
1061245002,Edgar E. Rivas dba Antonios Re,WARREN,NJ,7059,BANK OF AMERICA NATL ASSOC,NC,722110,9/15/2004,2004,84,3,1,0,0,1,1,N,N,,9/30/2004,30000,P I F,0,30000,15000
1061254009,MINERAL SPIRITS,LITTLETON,CO,80121,PREMIER BANK,CO,445310,3/24/1997,1997,120,3,2,0,0,1,0,N,Y,,3/31/1997,100000,P I F,0,100000,80000
1061255005,"S K S Business Solutions, Inc.",CEDAR CITY,UT,84720,ZIONS FIRST NATIONAL BANK,UT,541211,9/15/2004,2004,84,3,2,0,0,1,2,Y,N,,9/30/2004,26100,P I F,0,25000,12500
1061265008,Evoicedata Corporation dba Des,AUSTIN,TX,78728,JPMORGAN CHASE BANK NATL ASSOC,IL,453998,9/15/2004,2004,84,3,2,0,0,1,1,Y,N,,10/31/2004,70292,P I F,0,25000,12500
1061274004,AAA CARPET & UPHOLSTERY CLEANI,SCARBOROUGH,ME,4074,KEYBANK NATIONAL ASSOCIATION,OH,561740,3/24/1997,1997,72,1,1,0,0,1,0,0,N,,4/30/1997,60000,P I F,0,60000,30000
1061275000,Arnold Whipple dba Core Ware,ARLINGTON,TX,76016,BANK OF AMERICA NATL ASSOC,NC,315299,9/15/2004,2004,84,1,2,0,0,1,1,T,N,,10/31/2004,10000,P I F,0,10000,5000
1061285003,Desert Springs Family Dentistr,TUCSON,AZ,85741,BANK OF AMERICA NATL ASSOC,NC,621210,9/15/2004,2004,84,10,1,0,0,1,1,Y,N,,10/31/2004,35000,P I F,0,30000,15000
1061294010,ALL TUNE AND LUBE,AURORA,CO,90231,"READYCAP LENDING, LLC",CA,811111,3/24/1997,1997,84,4,2,0,0,2920,0,0,N,,9/30/1997,90000,P I F,0,90000,72000
1061295006,"Kim's Service & Sales, L.L.C.",SANDY,UT,84092,ZIONS FIRST NATIONAL BANK,UT,441110,9/15/2004,2004,84,1,1,0,0,1,1,Y,N,,9/30/2004,68354,P I F,0,50000,25000
1061304000,"ADVANCED CARBON PRODUCTS, INC.",HAYWARD,CA,94545,WELLS FARGO BANK NATL ASSOC,CA,0,3/24/1997,1997,300,23,1,0,0,1,0,N,N,,6/30/1997,540000,P I F,0,540000,405000
1061305007,"Staff Resources, Inc.",ROCK HILL,SC,29732,BANK OF AMERICA NATL ASSOC,NC,561310,9/15/2004,2004,84,2,1,0,0,1,1,Y,N,,9/30/2004,20000,P I F,0,20000,10000
1061314003,WHITCOMB AVIATION,STOWE,VT,5672,UNION BANK,VT,0,3/24/1997,1997,120,4,1,0,0,1,0,0,N,,6/30/1997,135000,P I F,0,135000,101250
1061315010,"ROCK SOLID MASONRY, LLC",RICHFIELD,UT,84701,ZIONS FIRST NATIONAL BANK,UT,238140,9/15/2004,2004,84,4,2,0,0,1,2,N,N,,9/30/2004,15000,P I F,0,15000,7500
1061325002,"TRIMPRO AUTO RESTYLING, INC.",WILLOUGHBY,OH,44095,CAPITAL ONE NATL ASSOC,VA,423120,9/15/2004,2004,84,1,1,0,0,1,1,N,N,,11/30/2004,50000,P I F,0,50000,25000
1061335005,Rashid Dadabhoy and Salma Dada,DIAMOND BAR,CA,91765,BANK OF AMERICA NATL ASSOC,NC,311821,9/15/2004,2004,84,2,2,0,0,1,1,Y,N,,9/30/2004,10000,P I F,0,10000,5000
1061345008,Geramian Corp. dba Quiznos Sub,BEVERLY HILLS,CA,90212,BANK OF AMERICA NATL ASSOC,NC,722211,9/15/2004,2004,84,11,2,0,0,68021,1,Y,N,,3/31/2005,20227,P I F,0,10000,5000
1061354004,"ALLIANCE FIRE SYSTEMS,INC.",WESTMINSTER,CO,80021,"BANK MIDWEST, A DIVISION OF",MO,235310,3/24/1997,1997,60,3,2,0,0,1,0,N,Y,,5/31/1997,35000,P I F,0,35000,28000
1061355000,Joseph A Rupeika dba Cloud Nin,New Lenox,IL,60451,CAPITAL ONE NATL ASSOC,VA,238220,9/15/2004,2004,108,2,1,0,0,1,2,N,N,,10/31/2005,150000,P I F,0,150000,75000
1061364007,"PNEUMAX, INC.",GLENDALE,AZ,85301,BANK OF HAWAII,HI,333912,3/24/1997,1997,84,16,1,0,0,1,0,N,Y,,6/30/1997,100000,P I F,0,100000,80000
1061365003,"Cenergi ""The Salon"", LLC",WOODSTOCK,GA,30188,BANK OF AMERICA NATL ASSOC,NC,812112,9/15/2004,2004,84,15,2,0,0,1,1,Y,N,,9/30/2007,10000,P I F,0,10000,5000
1061375006,Speedlight Polishing,LONG BEACH,CA,90805,BANK OF AMERICA NATL ASSOC,NC,327910,9/15/2004,2004,50,60,1,0,0,1,2,Y,N,27-Sep-07,10/31/2004,133048,CHGOFF,99048,100000,50000
1061384002,"AD COMP SYSTEMS, INC.",NEW YORK,NY,10038,JPMORGAN CHASE BANK NATL ASSOC,IL,0,3/24/1997,1997,36,7,1,0,0,1,0,Y,N,,4/30/1999,40000,P I F,0,40000,20000
1061385009,Susan M. Fullard dba Universal,BLOOMINGTON,CA,92316,BANK OF AMERICA NATL ASSOC,NC,541219,9/15/2004,2004,84,1,1,0,0,1,1,Y,N,15-Dec-11,11/30/2004,44060,CHGOFF,4440,26000,13000
1061394005,"HEBELER ENTERPRISES, INC.",SAINT JOHNS,MI,48879,FIFTH THIRD BANK,OH,235930,3/24/1997,1997,72,3,1,0,0,1,0,N,Y,,10/31/1997,78000,P I F,0,78000,62400
1061395001,Collier's Professional Paintin,HOLLYWOOD,FL,33024,BANK OF AMERICA NATL ASSOC,NC,236118,9/15/2004,2004,84,4,1,0,0,1,1,Y,N,,9/30/2004,10000,P I F,0,10000,5000
1061404006,"THE BOYS GROUP, INC.",BROOKLYN,NY,11204,JPMORGAN CHASE BANK NATL ASSOC,IL,0,3/24/1997,1997,4,3,1,0,0,1,0,Y,N,1-Aug-01,5/31/1999,35000,CHGOFF,35000,35000,17500
1061415005,RTC  Inc,NEWTON,MA,2458,BANK OF AMERICA NATL ASSOC,RI,562910,9/15/2004,2004,36,4,2,0,0,1,1,Y,N,,9/30/2004,25000,P I F,0,25000,12500
1061424001,AMOROS JEWELERS,NEW YORK,NY,10033,JPMORGAN CHASE BANK NATL ASSOC,IL,448310,3/24/1997,1997,36,1,1,0,0,1,0,Y,N,,4/30/1999,30000,P I F,0,30000,15000
1061425008,David L Fulmer,Atlasburg,PA,15004,"PNC BANK, NATIONAL ASSOCIATION",PA,333618,9/15/2004,2004,60,2,1,0,0,1,2,Y,N,,10/31/2004,11973,P I F,0,10500,5250
1061435000,Bret Larsen dba Bret Larsen Bl,LOGAN,UT,84321,ZIONS FIRST NATIONAL BANK,UT,423220,9/15/2004,2004,48,1,2,0,0,1,2,N,N,5-Oct-10,9/30/2004,20988,CHGOFF,11347,20000,10000
1061444007,"SALONGA CENTRE, INC.",FORT SALONGA,NY,11768,JPMORGAN CHASE BANK NATL ASSOC,IL,541940,3/24/1997,1997,36,5,1,0,0,1,0,0,N,,6/30/1997,50000,P I F,0,50000,25000
1061445003,"Foley & Corinna, LLC",NEW YORK,NY,10002,MANUFACTURERS & TRADERS TR CO,NY,448120,9/15/2004,2004,60,10,1,0,0,1,1,Y,N,,10/31/2004,100000,P I F,0,100000,50000
1061455006,West Dade Und. Inc.,MIAMI,FL,33165,BANK OF AMERICA NATL ASSOC,NC,524210,9/15/2004,2004,24,3,1,0,0,1,1,N,N,18-Oct-13,9/30/2004,99000,CHGOFF,12534,50000,25000
1061465009,Flagship Franchises of Minneso,SAVAGE,MN,55378,STEARNS BK NATL ASSOC,MN,624120,9/15/2004,2004,28,10,2,0,0,1,2,T,N,,9/30/2004,150662,P I F,0,150000,75000
1061474005,"KUMA, INC.",NEW YORK,NY,10010,JPMORGAN CHASE BANK NATL ASSOC,IL,0,3/24/1997,1997,36,4,1,0,0,1,0,Y,N,,6/30/1999,20000,P I F,0,20000,10000
